match,player,X,Y
Corinthians x Atlético GO,L. Natel,40,4
Corinthians x Atlético GO,L. Natel,28,4
Corinthians x Atlético GO,L. Natel,32,42
Corinthians x Atlético GO,L. Natel,32,29
Corinthians x Atlético GO,L. Natel,58,4
Corinthians x Atlético GO,L. Natel,64,19
Corinthians x Atlético GO,L. Natel,49,20
Corinthians x Atlético GO,L. Natel,84,23
Corinthians x Atlético GO,L. Natel,92,32
Corinthians x Atlético GO,L. Natel,32,20
Corinthians x Atlético GO,L. Natel,36,10
Corinthians x Atlético GO,L. Natel,32,3
Corinthians x Atlético GO,L. Natel,85,19
Corinthians x Atlético GO,L. Natel,93,21
Corinthians x Atlético GO,L. Natel,94,19
Corinthians x Atlético GO,L. Natel,33,11
Corinthians x Atlético GO,L. Natel,35,21
Corinthians x Atlético GO,L. Natel,36,28
Corinthians x Atlético GO,L. Natel,70,4
Corinthians x Atlético GO,L. Natel,64,3
Corinthians x Atlético GO,L. Natel,64,8
Corinthians x Atlético GO,L. Natel,94,25
Corinthians x Atlético GO,L. Natel,86,13
Corinthians x Atlético GO,L. Natel,27,3
Corinthians x Atlético GO,L. Natel,22,17
Corinthians x Atlético GO,L. Natel,52,11
Corinthians x Atlético GO,L. Natel,84,16
Corinthians x Atlético GO,L. Natel,82,26
Corinthians x Atlético GO,L. Natel,91,16
Corinthians x Atlético GO,L. Natel,77,24
Corinthians x Atlético GO,L. Natel,34,3
Corinthians x Atlético GO,L. Natel,33,2
Corinthians x Atlético GO,L. Natel,13,4
Corinthians x Atlético GO,L. Natel,69,32
Corinthians x Atlético GO,L. Natel,71,11
Corinthians x Atlético GO,L. Natel,69,27
Corinthians x Atlético GO,L. Natel,70,49
Corinthians x Atlético GO,L. Natel,54,2
Corinthians x Atlético GO,L. Natel,22,20
Corinthians x Atlético GO,L. Natel,12,17
Corinthians x Atlético GO,L. Natel,18,24
Corinthians x Atlético GO,L. Natel,37,13
Corinthians x Atlético GO,L. Natel,19,8
Corinthians x Atlético GO,L. Natel,25,5
Corinthians x Atlético GO,L. Natel,23,15
Corinthians x Atlético GO,L. Natel,54,6
Corinthians x Atlético GO,L. Natel,42,24
Corinthians x Atlético GO,L. Natel,57,18
Corinthians x Atlético GO,L. Natel,61,5
Corinthians x Atlético GO,L. Natel,67,16
Corinthians x Atlético GO,L. Natel,71,4
Corinthians x Atlético GO,Roni,12,4
Corinthians x Atlético GO,Roni,35,69
Corinthians x Atlético GO,Roni,38,64
Corinthians x Atlético GO,Roni,39,63
Corinthians x Atlético GO,Roni,60,42
Corinthians x Atlético GO,Roni,20,41
Corinthians x Atlético GO,Roni,68,64
Corinthians x Atlético GO,Roni,68,51
Corinthians x Atlético GO,Roni,44,51
Corinthians x Atlético GO,Roni,53,18
Corinthians x Atlético GO,Roni,50,17
Corinthians x Atlético GO,Roni,54,65
Corinthians x Atlético GO,Roni,8,28
Corinthians x Atlético GO,Roni,43,61
Corinthians x Atlético GO,Roni,4,10
Corinthians x Atlético GO,Roni,5,2
Corinthians x Atlético GO,Roni,18,64
Corinthians x Atlético GO,Roni,18,60
Corinthians x Atlético GO,Roni,26,3
Corinthians x Atlético GO,Roni,26,89
Corinthians x Atlético GO,Roni,78,11
Corinthians x Atlético GO,Roni,30,46
Corinthians x Atlético GO,Roni,65,34
Corinthians x Atlético GO,Roni,64,47
Corinthians x Atlético GO,Roni,21,68
Corinthians x Atlético GO,Roni,41,34
Corinthians x Atlético GO,Roni,19,77
Corinthians x Atlético GO,Roni,20,77
Corinthians x Atlético GO,Roni,11,20
Corinthians x Atlético GO,Roni,34,58
Corinthians x Atlético GO,Roni,34,70
Corinthians x Atlético GO,Roni,34,70
Corinthians x Atlético GO,Roni,4,45
Corinthians x Atlético GO,Roni,8,37
Corinthians x Atlético GO,Roni,9,30
Corinthians x Atlético GO,Roni,12,32
Corinthians x Atlético GO,Roni,18,73
Corinthians x Atlético GO,Roni,6,70
Corinthians x Atlético GO,Roni,9,85
Corinthians x Atlético GO,Roni,2,96
Corinthians x Atlético GO,Roni,69,41
Corinthians x Atlético GO,Roni,69,41
Corinthians x Atlético GO,Victor Cantillo,58,71
Corinthians x Atlético GO,Victor Cantillo,21,22
Corinthians x Atlético GO,Victor Cantillo,70,35
Corinthians x Atlético GO,Victor Cantillo,8,66
Corinthians x Atlético GO,Victor Cantillo,8,69
Corinthians x Atlético GO,Victor Cantillo,32,72
Corinthians x Atlético GO,Victor Cantillo,53,58
Corinthians x Atlético GO,Victor Cantillo,60,61
Corinthians x Atlético GO,Victor Cantillo,64,96
Corinthians x Atlético GO,Victor Cantillo,68,96
Corinthians x Atlético GO,Victor Cantillo,59,94
Corinthians x Atlético GO,Victor Cantillo,34,88
Corinthians x Atlético GO,Victor Cantillo,22,89
Corinthians x Atlético GO,Victor Cantillo,6,59
Corinthians x Atlético GO,Victor Cantillo,5,54
Corinthians x Atlético GO,Victor Cantillo,54,76
